,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
shortwave_radiation_sum__mean_13d,0.11188059206355525,-0.034711946863571506,0.03743101452140689,-0.08472556979202239,0.015290810066452089,0.07871034887974326,-0.03178072102597934,0.05749465864077508,-0.01139934904413853,-0.023779045614484486,-0.01612926461016699,-0.018882380964825363,-0.02075195090623306,0.0003043615548577621,-0.03244300631169005,0.006004311224003396,0.03648722037533283,0.00476926271094563,0.019981657605099547,0.04192459085733223
shortwave_radiation_sum__peak_7d,0.1102498773914613,-0.03463555327243776,0.02846491898574672,-0.09023817283913237,-0.007703902670897472,0.09842929889272628,-0.04557413622612349,0.05797935788539836,0.005385977463271252,-0.003167947724037687,0.00866643941510791,-0.012196443280781353,-0.01515737739737732,-0.023805869915737715,-0.05462891141146581,0.021507440808818522,0.05438125642848476,-0.023697843011007098,0.023353915996458988,0.000640770217852067
shortwave_radiation_sum__peak_14d,0.11230017154675002,-0.015548863490450794,0.02606363596948906,-0.08817683806316635,-0.005573070319498059,0.08238876017477008,-0.04241271562812962,0.0619906872455056,-0.015759074297896053,-0.01132224502961392,0.017398678548628407,0.017419775102679006,-0.0342330290161602,-0.02009678050036769,-0.0766280524906531,0.002129388226301794,0.04230576984936586,0.009368179193749456,-0.008313369387060518,0.0005207475811486294
wind_speed_10m_max__day1,-0.021366477368856347,0.1278234820962715,0.19203346810643251,0.013101685984119364,0.12195825567447148,0.019144125816983014,0.02811710703932575,-0.07222137397729393,0.24214312226801593,-0.18549625471101608,0.10204595535764956,0.0741528589189324,-0.012663831975699714,0.09628259839517993,-0.10751463031634652,0.11121767596288093,-0.08483046480289473,0.06390077933175721,-0.02072632524420446,-0.04525134482745961
wind_speed_10m_max__mean_2d,-0.020039031289219755,0.1452671024816405,0.22120424404774147,0.00633600431122097,0.09142751811390416,-0.005612703304625941,-0.007735419721027623,-0.05599134559997979,0.1714807285909194,-0.2005168769620097,0.04918090435124606,0.027240537861839186,0.010441025501382043,-0.010837292621642932,-0.073915543722837,0.026425698216199726,-0.03336734750305513,-0.044375174101702455,0.019600023359430393,-0.011939690111054065
wind_speed_10m_max__mean_3d,-0.024222772757923092,0.14977475431573692,0.2239438579863214,0.014218230683922433,0.056177182146329975,0.008301908205619303,-0.023144537106676556,-0.04735448355903282,0.08833724991934855,-0.1911964731422216,-0.0019759051559911727,0.021971366519082887,0.023160844088809744,-0.06508472004945273,-0.007189835113083203,-0.08131008107417162,-0.016657249790336344,-0.08549378417460385,0.07116782516859886,0.014451627786851507
wind_speed_10m_max__mean_7d,-0.02555367014446499,0.15087233316227047,0.21783321904595682,0.017482372390196163,-0.059235659103319245,0.032479409881109526,-0.013290542537101315,-0.09486553802102116,-0.1206097096593748,0.011083110896797073,-0.07724217909726719,0.015774873612413476,-0.0164857681786082,0.027706985919222077,0.05774892040061401,-0.22195085154000835,0.10126882646331395,-0.13768154891580586,0.1491488523212376,0.05781863861674876
wind_speed_10m_max__mean_13d,-0.032913852434208433,0.12154354534383051,0.1894808152929128,5.8879922232799544e-05,-0.13374350568919424,0.07545835139880551,-0.017170304941398287,-0.10800588213937408,-0.07981659166377118,0.2097810978959094,-0.03334744461844611,-0.02423857023442606,0.04581049610920484,-0.06542634512955671,0.023208614565561104,0.05528069653613066,-0.051801795743123165,-0.17548883041258323,0.38352636520558075,-0.08415186692634888
wind_speed_10m_max__peak_7d,-0.03141130777047149,0.1381810650647165,0.19723315746053144,0.030602221310988477,-0.08046186830165755,0.029491315563201413,-0.011508404739940817,-0.0843725782117466,-0.15322606622011495,0.07529684896205413,-0.08567842659403475,-0.05826767509398819,0.039936971593083556,0.07671422046343024,0.020675267644059855,-0.15277825364692033,0.2798262126523572,0.08556043023557944,-0.2133720282585623,0.16458661643415654
wind_speed_10m_max__peak_14d,-0.041532160703116106,0.10435319250079217,0.17122834492069228,0.02811173992760998,-0.1360692938601183,0.05057683594998705,-0.03672823392424726,-0.06525389690417006,-0.08962817399292607,0.25741570258759994,0.019016624216313553,-0.0643051687435604,0.09621130960067392,-0.019645151103481515,-0.06507217714883794,0.4011564766580904,0.05749827763623328,0.14226558620808516,-0.12982056616550122,0.025572295621749525
wind_gusts_10m_max__day1,-0.008845655543343888,0.13215372862749727,0.19569397537397512,0.008513903461976759,0.11657093435673488,0.022250666339730982,0.022989260488562816,-0.05972668759866764,0.24363843540612298,-0.18519645123878767,0.116431735161213,0.06767826397607575,0.0020387379788797213,0.0892843483433922,-0.10906081301241492,0.09212779383549445,-0.15252730624268612,0.10752931015531854,-0.09151265024019524,-0.02641981817028531
wind_gusts_10m_max__mean_2d,-0.006462125993418668,0.1502186787415091,0.224924140642248,-0.007084292679114514,0.08590642556566142,-0.00920719056824433,-0.02033450669605679,-0.039659069356273474,0.16035071124869493,-0.2009188453464759,0.06946655924075067,0.025179590086188766,0.012377986467389152,-0.023970746374427872,-0.058409201733102906,0.026753137046342378,-0.0936492327710235,-0.010404353994690809,-0.039736044581195694,0.001038675391947931
wind_gusts_10m_max__mean_3d,-0.008971033559179895,0.1535689828291845,0.23133242261919185,-0.00549102854869297,0.048407796906517614,0.003370069903887657,-0.035704591513297475,-0.0276796207433681,0.07428447285254175,-0.18931223929715654,0.01973906730771378,0.0205793112111107,0.02181799033414815,-0.07164274107780907,0.006046209238119001,-0.06707812279901236,-0.07161460561596719,-0.04692441677844483,0.005661721074853524,0.02580585600823475
wind_gusts_10m_max__mean_7d,-0.006377463252679262,0.1578520567641807,0.2234675857242763,-0.006246171501466644,-0.05824058087414347,0.026879547318684496,-0.02685556524280705,-0.07170678005920544,-0.1424020651195838,0.005995173639328577,-0.05616969844616234,0.012978366327799693,-0.027547163221258757,0.0296790770516145,0.06879458748164839,-0.22110848397563654,0.05964312586492641,-0.09296919733012936,0.08468946525556006,0.06768238201559998
wind_gusts_10m_max__mean_13d,-0.009639560585712328,0.1319860957817414,0.20043319546293611,-0.025065477123911935,-0.1415553751606572,0.06742076853352286,-0.02946657990502583,-0.0821063982439439,-0.10601993056128979,0.21468696019660274,-0.018158542020710947,-0.04132766540921826,0.03497096212706304,-0.06250643424151357,0.009858186962238814,0.06613481177836307,-0.09015268568673894,-0.12390722973461603,0.34681988135287917,-0.09220226690324274
wind_gusts_10m_max__peak_7d,-0.01885144577322567,0.14965487589380483,0.20625775285832826,0.012588248641369577,-0.07176682265016394,0.021805119590726323,-0.023140304917742886,-0.06120918447301816,-0.14501270056303273,0.043224273443901,-0.06072832613261621,-0.049215954850378156,0.03597920643515823,0.07506879024836424,0.029825658072543268,-0.11167513780468483,0.19571261189999015,0.15085411323791034,-0.28852886609154893,0.17249558816692628
wind_gusts_10m_max__peak_14d,-0.031047127343542508,0.11111262230310112,0.1907556040708611,0.018766698238869232,-0.12814450964455465,0.026250520954208312,-0.04169147923983089,-0.043837203845512804,-0.08132558591840759,0.2141877307582713,0.04941183995580267,-0.06160864769611128,0.1301351837223172,-0.012454247838388392,-0.0569180557134493,0.42564645322275885,-0.03539680346441642,0.2084086507144231,-0.1989606379833111,-0.013957617369564948
wind_direction_10m_dominant__day1,0.017186142941542956,0.08122908784425407,0.05213692431537498,0.13576669644512493,-0.06722477656593477,-0.0790946400316665,0.1352324615207498,0.2856271630704984,0.15691454999344623,0.0014166199008170913,-0.11328594498994354,-0.15654540484201906,-0.2920119970775398,-0.0066377053053725,0.043896101991809953,0.1882505298828628,0.07163632858629082,0.1757936983549219,0.2545503546658967,0.15539961573643368
wind_direction_10m_dominant__mean_2d,0.018157945855455195,0.08397253026814952,0.06885047597348201,0.1477438111766225,-0.08444655706558332,-0.08214618375578284,0.1411789757768183,0.32735716790349356,0.12927575034600486,-0.027603074619606184,-0.10230614781651111,-0.2213045304830373,-0.24027371776611778,-0.04443564792445618,0.06051697691744908,0.07375654152018857,0.019056396238945155,0.025850883648993996,0.12102215126045145,0.08152589400173378
wind_direction_10m_dominant__mean_3d,0.01700158779447426,0.08884297088469942,0.0741493598483634,0.1614662994722538,-0.11201055154663378,-0.05993342520986611,0.12908038552554216,0.32360626912295504,0.08683546709743312,-0.04076829720697739,-0.08665741778491222,-0.1891542620802359,-0.1379977280107333,-0.015857841379912464,0.04219296067898123,-0.03830028412167369,0.04762883490007081,-0.05131271034170871,-0.03976259233789922,-0.07377746350629408
wind_direction_10m_dominant__mean_7d,0.012869949121890729,0.09513542812757635,0.0623822753673842,0.14819602797989453,-0.18553947087378025,-0.004688725378471578,0.1833433939174241,0.2546718083215708,0.004145615644634176,-0.009140406607010803,0.017530270895533214,-0.03134661171586656,0.05933613369095777,0.05432943173378402,0.09597825423630507,-0.22927680448956525,0.03932345133934551,-0.08311542743351287,-0.2523113082557997,-0.22361125091309464
wind_direction_10m_dominant__mean_13d,0.013279882398500514,0.08703825589770581,0.06840436623674977,0.13874047235398046,-0.19555645799079968,0.01827882863548829,0.1649509995730082,0.19953349949368118,-0.03675528130251176,0.07884281578073644,0.10673154004335675,0.08770565777531311,0.1913362098421061,0.056015482225045723,0.03866215680321669,-0.1813112552303309,-0.04577232028033524,-0.1652940355388464,-0.19806349354409827,-0.3102289047015354
wind_direction_10m_dominant__peak_7d,0.028972345227245365,0.03005136752200464,-0.05649174410075652,0.06185931337326281,-0.14529424412757064,0.08806948280156303,0.15558945666704918,0.2795762087273575,-0.057456977541404046,-0.025876943220758116,0.03364189991848369,0.2641424055287775,0.2708318328348113,0.16314488243446107,-0.03160623630833481,0.20547772953401863,0.005745438733474888,0.006002183131098991,0.039292234002117975,0.2012970947525131
wind_direction_10m_dominant__peak_14d,0.033965909472765114,0.003791606261597542,-0.031686324479473005,0.024679499464389514,-0.06626300749572235,0.08488591397037946,0.1236692350348271,0.23560992716794235,0.02773279545170987,-0.1311663534618742,0.12355279630019819,0.40696046688644716,0.39979832906332935,0.08435135622179497,0.05268916167656867,0.07207992901027344,0.05152257942936566,-0.0993836714553979,0.19041644166597746,0.316729760623548
et0_fao_evapotranspiration__day1,0.10473539008675418,-0.04897001370903472,0.0756496679380268,-0.07679382081327348,-0.05110908371029362,0.04030680709999341,-0.01657648022754279,-0.03947453762719135,0.06367052502017262,-0.06759763686015323,-0.051232508924278775,0.03240401767452239,0.053335195413989345,0.022874742380524386,0.1255884722432508,-0.01011726817181862,-0.03575772238196947,0.03216370086767487,-0.03082122003677313,-0.10541329430037555
et0_fao_evapotranspiration__mean_2d,0.10913669137897045,-0.043403659003161156,0.07664323273749425,-0.06780948887467858,-0.025588390995773973,0.03716063275610598,-0.01333244431194959,-0.037574086182175816,0.0707805864199456,-0.012205783328461301,-0.013341914783044292,0.0061465902465010595,0.05120805598397591,0.07480895207071919,0.060714426442562176,-0.01888186599505373,0.017870367941189676,0.006266891552290687,0.028930329999113304,-0.055706925108603034
et0_fao_evapotranspiration__mean_3d,0.11085588614741583,-0.03587750017411453,0.0751109932273915,-0.0604200126089896,-0.005059225850279653,0.044515454334561645,-0.007509018040558236,-0.027237541543844817,0.057882592937701566,0.002469991361656998,-0.010493868930371983,-0.02125309324117206,0.04898827785358787,0.0572724249269669,0.04382740912610881,-0.024173900463462024,0.03386238710719411,-0.025223528345318158,0.047868589887037884,-0.02268007453378537
et0_fao_evapotranspiration__mean_7d,0.11351060275966848,-0.026024773595890983,0.06451029219832265,-0.05039091718648532,0.01898922441555872,0.0478910662974332,0.005611454532465025,0.00851134320151436,-0.010306049429094114,-0.019011937836295137,-0.026312207790423706,-0.052398580900758704,0.039539583015713475,-0.029147980428520875,-0.03897204877286357,-0.011247271455861694,0.043593025795584966,-0.045532934300939916,0.07491715018218911,0.004231877414918681
et0_fao_evapotranspiration__mean_13d,0.11521685610429065,-0.013866765354748622,0.04373280984108724,-0.041389134620454716,0.017586762841588024,0.04883901213033733,0.014377045662515643,0.019431718452488853,-0.056108770931597475,-0.022223566572189924,-0.036534002963999765,-0.03607729776771187,0.01967419179594429,-0.004098849068363179,-0.07605531674357983,0.0009554529293822673,0.01558303648995808,-0.012142824362309233,0.08227929863685418,-0.013934320551229335
et0_fao_evapotranspiration__peak_7d,0.11396301782937925,-0.016414867195772946,0.041980417659587245,-0.03898914222926282,0.009011070631275398,0.053943291973377425,0.0026732894290236267,0.010645433255310805,-0.02833219085986627,-0.026424364950490806,-0.030508761443225098,-0.03727902260527755,0.0428982031975455,-0.013288200471753624,-0.061489843112226245,0.0038425925606566883,0.0679130905609636,-0.03616228746398073,0.07956203998254067,-0.04512096685266368
et0_fao_evapotranspiration__peak_14d,0.1142704419608155,-0.0006359522105880625,0.03154967249741618,-0.03116832288836411,-0.001306658645318138,0.03697027993133044,0.01220682406315233,0.025867850380379642,-0.0753952040304632,-0.01844412363945516,-0.0091137335849526,-0.008373550455764489,0.025164453510103317,-0.028898803381873565,-0.09774612396561655,-0.01015564597692403,0.017036843286452885,0.048887543882094965,0.1079038932246881,-0.06523009713940595
uv_index_max__day1,0.11372919588395572,-0.007387460044555301,0.005916644907507652,-0.07169299488123922,-0.0330174795785716,0.07461712369666508,-0.012480718561338186,0.04312899080381375,0.024399277944755726,0.023831236130572805,0.029243466804303196,0.034763868537199386,-0.06966690237208861,-0.0328040025113174,-0.06724376172622641,-0.008401564200412827,0.04210635342403452,-0.07428942108633547,-0.04915474592147573,-0.019884273783130985
uv_index_max__mean_2d,0.11488815099032687,-0.0063934000596083,0.007645084671140918,-0.06823614446775926,-0.023681149337263036,0.0682899694825202,-0.009014295760699904,0.04124041378603852,0.016923165163888528,0.014787310448511943,0.026888306149606894,0.025261735928213805,-0.05822052183290038,-0.04173992812818084,-0.07703565898523734,-0.007111228925064774,0.04009944173710683,-0.06490204862090757,-0.03451588629311447,-0.033928862501733874
uv_index_max__mean_3d,0.11510184035391322,-0.0063623588536458,0.007406016601871568,-0.06726141876474576,-0.023553284493151,0.06628012070467283,-0.007957221262753549,0.04477575017792797,0.011248690548549264,0.010826502888901449,0.02814061545367214,0.024996552825346668,-0.05700081554236775,-0.04570406317173367,-0.07890581170596489,-0.006285650565883199,0.028895700086191457,-0.05841764715615438,-0.03635830568927619,-0.0330965029633284
uv_index_max__mean_7d,0.11583135814018179,-0.0021659756102612397,0.005116921375751843,-0.06316234667900987,-0.02337186896702872,0.05864230173206358,-0.005256882310116846,0.049170176509569306,-0.006613355189181417,0.00429916729394874,0.028537801482053576,0.02333116765500905,-0.05513788213587204,-0.03938636884199789,-0.08656213320711018,-0.004078626568198549,0.011550950451690759,-0.03218093762145999,-0.035384956200474015,-0.039885530089823505
uv_index_max__mean_13d,0.11638386131229522,0.00328294689738531,-0.0013808927266325064,-0.05391186072853409,-0.024575505563110698,0.0492930384220662,-0.000651430736102059,0.04640939519636088,-0.01903752492548809,0.0021715089273570513,0.03069703713700017,0.02386010802844695,-0.05216319526800087,-0.039042802977132654,-0.09555324533307592,-0.022856239471128643,-0.0016790024420130494,-0.030706187327053172,-0.03624848684913405,-0.0413816436823001
uv_index_max__peak_7d,0.11539118746688959,-0.0007133323275288215,0.006958291152632448,-0.06344229028718655,-0.026386084055605406,0.06267681716437735,-0.008766922378442598,0.05242011268029063,-0.0085983696741856,0.009934634377356437,0.033230304159568756,0.02376585547285355,-0.0584483748155307,-0.044081906751838755,-0.09215093296964749,-0.011124868708300524,0.023199430555586684,-0.030638657707543572,-0.03974929049961048,-0.03744996430599673
uv_index_max__peak_14d,0.11620853456338254,0.005836355259853256,0.0027174507448406216,-0.052203100885457966,-0.0272767827346228,0.05208835382821514,-0.0070455149127679135,0.04832614081262717,-0.01808039375719646,0.010703544024042876,0.03888913439723733,0.01692235439977602,-0.05563818655523808,-0.04016689874363942,-0.09547537193332058,-0.021097112156361206,0.013208674295677188,-0.01700397541915589,-0.03823999786126191,-0.03799264165252211
surface_pressure_max__day1,-0.004937581226506296,-0.118007568058351,0.022420414862100252,0.23046105336755368,-0.017687443525115955,0.23713494710948252,0.06320930412849284,-0.06568406226846348,-0.05938993111587571,0.0019106449654484028,-0.02481149947214985,-0.038149887281940596,-0.08361789767361326,-0.054565408252479825,0.010303842120982903,0.060482584192357004,-0.16983757980486547,-0.1932416255002258,0.009166229680987601,0.13904576339976682
surface_pressure_max__mean_2d,-0.006631524527484324,-0.12264553026463515,0.018789371558652047,0.23382679056612246,-0.014071645244783373,0.24850336186357969,0.05911836356675309,-0.07566756718887356,-0.01516833492353078,0.026434557961499426,-0.013214703417161303,-0.015297121462114953,-0.07009551235518018,-0.004735438743269183,-0.02137345499884009,0.04408041106632464,-0.1847424270841412,-0.11675337717616413,-0.042648731994814844,0.07056962124743067
surface_pressure_max__mean_3d,-0.006249649596244846,-0.12303339300269572,0.018608102702697134,0.2378354132598441,-0.002471037934451508,0.24921569177206337,0.056164777493460216,-0.07925409641522152,0.01552420212073942,0.03175786588779122,-0.005578462669962023,-0.007103941594712447,-0.06787362994521332,0.012725279380590895,-0.03456762830075673,0.04763659940075781,-0.1281694801705919,-0.061521247583157544,-0.06466491879410839,0.01218197189799345
surface_pressure_max__mean_7d,-0.0039516688099884055,-0.12186394953921173,0.035493236366380854,0.2382856132973215,0.052392537656768434,0.25590758856074075,0.028007204379254518,-0.05994814744492937,0.04941420247501461,-0.00010756010819474599,0.02262999523401254,0.01389541345243267,-0.029194855089223752,-0.034546673937636274,-0.01246815630594499,0.030794844627134964,0.01507811745258819,0.050578719727857296,-0.04509805460472083,-0.10901825304752907
surface_pressure_max__mean_13d,-0.0039774107276996425,-0.10843902756134982,0.03780277806974509,0.22134585606009288,0.09251313503812784,0.2632468126767367,0.02667961761390874,-0.04932683492513677,0.03533024520392643,-0.04003578254107792,-0.05541583293477456,0.039704450381791524,-0.042833836745745965,-0.008210199092935607,0.02570633502529151,-0.09045886185315917,0.12629791824299072,0.17011983334919462,-0.04807065913846402,-0.039307409737839784
surface_pressure_max__peak_7d,-0.02194220233898266,-0.1105164341855018,0.030954084442091138,0.22261613487901602,0.0402138945594119,0.2748782892049492,0.02081347212353957,-0.06072728761385802,0.0357632902922141,0.008231448877841363,-0.03467540850418687,0.02562878535501308,0.02311927735275951,-0.02967087757351757,0.024175343251471602,-0.03557462310607858,0.06043539046058629,0.05923204110564006,0.07117970623612582,-0.055344005495239705
surface_pressure_max__peak_14d,-0.031365729342105506,-0.09692928952554636,0.02698450897545021,0.18533883049391436,0.08223614398607383,0.2789338112928359,0.02986258281536377,-0.05342004139556198,0.03823943836069231,-0.035388616586316014,-0.11681314413494688,0.04763408923715404,0.01850772936727624,-0.02274939340762964,0.043428481312044236,-0.08256262902317765,0.15003857571287224,0.16592776435908885,0.07238804830849696,-0.023107078448648812
